CustomerID,Recency,Frequency,Monetary,AOV,Predicted_LTV,Segment
12474.0,17,18,7324.09,406.8938888888889,7321.091299999997,High
12475.0,54,1,723.38,723.38,723.6031999999993,Mid-High
12476.0,16,11,6816.42,619.6745454545454,6995.196300000006,High
12477.0,23,6,13219.74,2203.29,12719.679699999993,High
12478.0,4,1,680.99,680.99,681.2584999999993,Mid-High
12479.0,11,1,527.2,527.2,526.9685,Mid-Low
12480.0,28,4,3281.63,820.4075,3419.668400000002,High
12481.0,23,10,5579.82,557.982,5517.819299999999,High
12483.0,17,8,2484.98,310.6225,2484.938400000002,High
12484.0,33,6,4527.32,754.5533333333333,4669.884500000004,High
12488.0,10,3,1298.66,432.8866666666667,1299.025499999998,Mid-High
12489.0,336,1,334.93,334.93,334.7833000000003,Mid-Low
12490.0,5,10,5417.93,541.793,5330.600099999997,High
12491.0,39,1,460.40000000000003,460.40000000000003,460.8478000000005,Mid-Low
12492.0,63,2,263.21000000000004,131.60500000000002,262.79909999999984,Low
12493.0,166,2,433.74,216.87,433.35139999999984,Mid-Low
12494.0,16,7,1246.1000000000001,178.01428571428573,1245.321400000001,Mid-High
12497.0,82,1,1043.1,1043.1,1035.9848999999979,Mid-High
12498.0,21,3,403.70000000000005,134.5666666666667,403.37919999999986,Mid-Low
12500.0,23,11,4257.82,387.07454545454544,4447.964800000001,High
12501.0,337,1,2169.39,2169.39,3841.0998000000022,High
12502.0,96,5,3723.87,744.774,3723.209399999999,High
12504.0,18,2,482.04999999999995,241.02499999999998,482.3489000000004,Mid-Low
12506.0,233,1,73.5,73.5,73.53079999999997,Low
12507.0,134,3,1304.81,434.93666666666667,1303.4130999999982,Mid-High
12508.0,26,2,397.88,198.94,397.83239999999984,Mid-Low
12509.0,284,1,176.5,176.5,176.55969999999996,Low
12510.0,143,2,982.5699999999999,491.28499999999997,982.6349000000016,Mid-High
12512.0,66,2,132.18,66.09,131.63740000000013,Low
12513.0,113,1,612.29,612.29,612.7510000000001,Mid-Low
12514.0,267,1,1017.68,1017.68,1019.8322999999978,Mid-High
12515.0,353,1,383.7,383.7,383.6118999999998,Mid-Low
12516.0,78,2,1312.06,656.03,1312.4791999999993,Mid-High
12517.0,28,5,2481.6,496.32,2476.310100000004,High
12518.0,1,5,2056.89,411.378,2054.6053000000024,High
12519.0,64,1,330.84,330.84,330.88570000000016,Mid-Low
12520.0,79,5,2634.26,526.8520000000001,2645.4996000000024,High
12521.0,143,1,599.68,599.68,599.6449,Mid-Low
12522.0,39,2,192.72,96.36,192.85219999999998,Low
12523.0,19,11,1789.77,162.70636363636365,1867.2335999999984,High
12524.0,9,8,4485.72,560.715,4413.697599999994,High
12526.0,1,3,1316.66,438.8866666666667,1319.3641,Mid-High
12527.0,82,3,348.71000000000004,116.23666666666668,348.4109999999996,Mid-Low
12528.0,9,6,1933.48,322.24666666666667,1938.902600000003,High
12530.0,60,4,1662.28,415.57,1661.9147999999993,Mid-High
12531.0,15,1,125.22,125.22,125.20179999999988,Low
12532.0,30,1,349.83000000000004,349.83000000000004,349.75650000000024,Mid-Low
12534.0,131,1,1089.18,1089.18,1092.4223999999995,Mid-High
12535.0,92,2,716.35,358.175,715.2782000000002,Mid-High
12536.0,43,3,12601.830000000002,4200.610000000001,14134.614299999997,High
12538.0,29,1,363.95,363.95,363.8441000000003,Mid-Low
12539.0,22,4,5568.35,1392.0875,5526.10079999999,High
12540.0,20,17,13400.24,788.2494117647059,12873.874099999997,High
12541.0,30,3,981.18,327.06,978.639399999999,Mid-High
12544.0,36,1,372.7,372.7,372.47060000000033,Mid-Low
12545.0,75,2,1000.39,500.195,999.1940999999999,Mid-High
12546.0,47,2,1161.5,580.75,1162.2897000000003,Mid-High
12547.0,198,2,207.79999999999998,103.89999999999999,207.86209999999988,Low
12548.0,166,1,95.19999999999999,95.19999999999999,95.2457,Low
12550.0,79,1,964.83,964.83,963.9990000000007,Mid-High
12551.0,358,1,168.0,168.0,168.0343,Low
12552.0,39,2,437.82,218.91,437.8647999999996,Mid-Low
12553.0,8,10,3692.28,369.228,3691.216700000005,High
12556.0,50,2,599.56,299.78,599.2223000000004,Mid-Low
12557.0,16,5,11990.960000000001,2398.192,11200.958199999992,High
12558.0,8,1,269.96,269.96,270.0260999999998,Low
12559.0,311,2,561.71,280.855,561.5308999999997,Mid-Low
12560.0,5,3,2134.01,711.3366666666667,2114.7076000000034,High
12561.0,303,1,238.85,238.85,238.96889999999993,Low
12562.0,8,7,3781.7400000000002,540.2485714285715,3815.117399999999,High
12564.0,261,1,456.9,456.9,456.90210000000036,Mid-Low
12565.0,289,1,145.92,145.92,145.37369999999999,Low
12566.0,86,1,351.65,351.65,351.5626999999999,Mid-Low
12567.0,23,10,9401.28,940.128,8691.540900000009,High
12569.0,2,32,4124.69,128.8965625,4779.901299999997,High
12571.0,40,2,519.61,259.805,519.3743,Mid-Low
12572.0,9,2,1020.42,510.21,1021.7868000000008,Mid-High
12573.0,227,1,160.54000000000002,160.54000000000002,160.56010000000026,Low
12574.0,316,1,218.45,218.45,218.68850000000023,Low
12576.0,36,5,1315.83,263.166,1317.5037000000004,Mid-High
12577.0,35,3,626.6,208.86666666666667,625.8320999999995,Mid-Low
12578.0,21,2,2794.51,1397.255,2823.12231,High
12579.0,78,1,440.42,440.42,440.2811999999994,Mid-Low
12580.0,247,1,415.7,415.7,415.8211999999998,Mid-Low
12581.0,40,1,197.71,197.71,197.71719999999962,Low
12582.0,239,2,511.36,255.68,510.7259999999997,Mid-Low
12583.0,3,15,7281.38,485.42533333333336,7299.269000000005,High
12584.0,4,9,2338.15,259.7944444444445,2368.2376999999965,High
12585.0,234,2,2040.1,1020.05,2034.8933000000027,High
12586.0,17,1,196.94000000000003,196.94000000000003,196.97399999999976,Low
12587.0,8,1,144.0,144.0,144.05460000000005,Low
12588.0,39,1,214.89999999999998,214.89999999999998,214.87829999999994,Low
12589.0,29,2,646.68,323.34,645.9162,Mid-Low
12590.0,211,2,9864.26,4932.13,9216.838100000008,High
12591.0,317,1,452.84999999999997,452.84999999999997,453.0436999999994,Mid-Low
12592.0,92,2,437.6,218.8,437.5238999999993,Mid-Low
12593.0,109,3,418.09999999999997,139.36666666666665,417.3861999999998,Mid-Low
12594.0,38,10,3338.2200000000003,333.822,3286.8453999999965,High
12596.0,51,2,618.27,309.135,618.2245999999989,Mid-Low
12597.0,19,4,3811.22,952.805,3804.6543999999976,High
12598.0,10,8,3023.08,377.885,3034.6317999999987,High
12599.0,29,7,1032.58,147.51142857142855,1017.0202000000011,Mid-High
12600.0,29,10,2599.04,259.904,2601.136199999998,High
12601.0,190,5,577.0600000000001,115.412,572.2794999999995,Mid-Low
12602.0,59,1,153.12,153.12,153.0448000000003,Low
12603.0,22,1,739.1999999999999,739.1999999999999,739.0889999999994,Mid-High
12604.0,79,2,254.18,127.09,254.6283000000002,Low
12607.0,60,1,1579.51,1579.51,1592.6554000000003,Mid-High
12609.0,78,3,1126.85,375.6166666666666,1126.7763999999997,Mid-High
12610.0,23,5,2099.54,419.908,2100.3091999999997,High
12611.0,52,1,1193.32,1193.32,1189.100600000001,Mid-High
12612.0,74,1,704.0400000000001,704.0400000000001,709.9281999999996,Mid-High
12613.0,57,5,3344.38,668.876,3349.0487000000035,High
12614.0,278,1,315.6,315.6,315.59539999999976,Mid-Low
12615.0,2,4,2291.19,572.7975,2289.3028999999974,High
12616.0,95,2,713.3,356.65,713.1193000000006,Mid-High
12617.0,29,1,352.98,352.98,352.9716000000001,Mid-Low
12618.0,22,1,177.31,177.31,177.04870000000005,Low
12619.0,16,9,3641.24,404.5822222222222,3658.089299999998,High
12620.0,15,3,1339.41,446.47,1339.1984000000002,Mid-High
12621.0,2,20,13689.67,684.4835,13826.2098,High
12622.0,232,1,180.1,180.1,180.11870000000008,Low
12623.0,276,1,305.1,305.1,305.16689999999954,Low
12624.0,106,2,641.13,320.565,641.1333999999995,Mid-Low
12625.0,212,2,2683.82,1341.91,2711.146030000003,High
12626.0,23,9,6620.48,735.6088888888888,6502.9016999999985,High
12627.0,11,7,4478.53,639.79,4448.215100000002,High
12628.0,4,3,786.46,262.15333333333336,786.6204000000005,Mid-High
12630.0,10,2,1270.88,635.44,1270.4075000000012,Mid-High
12631.0,57,1,640.5,640.5,640.8058999999998,Mid-Low
12633.0,59,4,2163.98,540.995,2159.334600000003,High
12635.0,90,2,1689.18,844.59,1698.7369999999976,High
12637.0,67,8,6002.9,750.3625,6024.141600000011,High
12638.0,33,1,671.69,671.69,672.5821000000008,Mid-High
12639.0,239,1,486.1,486.1,486.24579999999946,Mid-Low
12640.0,24,3,1174.58,391.52666666666664,1174.0643000000014,Mid-High
12641.0,115,1,185.9,185.9,185.67559999999992,Low
12642.0,25,3,1013.26,337.75333333333333,1009.9622999999998,Mid-High
12643.0,128,6,3344.64,557.4399999999999,3322.300200000006,High
12644.0,130,1,477.91,477.91,477.7913000000003,Mid-Low
12645.0,34,4,1775.18,443.795,1775.3777999999968,High
12646.0,5,2,1346.97,673.485,1345.9183000000003,Mid-High
12647.0,22,12,3722.82,310.235,3708.7921000000056,High
12648.0,155,1,318.05,318.05,318.1468999999997,Mid-Low
12649.0,107,3,623.51,207.83666666666667,623.5810000000005,Mid-Low
12650.0,3,1,314.44,314.44,314.4523999999998,Mid-Low
12651.0,335,1,114.0,114.0,114.0702,Low
12652.0,331,1,919.98,919.98,919.757,Mid-High
12653.0,149,2,2209.85,1104.925,2205.457899999998,High
12654.0,11,5,601.98,120.396,602.7030000000009,Mid-Low
12656.0,17,5,4051.17,810.234,4039.456299999999,High
12657.0,11,4,1643.18,410.795,1647.296399999999,Mid-High
12658.0,19,1,686.05,686.05,684.7602000000006,Mid-High
12659.0,30,1,91.68,91.68,91.75820000000004,Low
12660.0,11,1,245.1,245.1,244.87669999999972,Low
12662.0,1,11,3849.78,349.98,3870.5332000000053,High
12664.0,8,9,4881.88,542.4311111111111,4918.527500000002,High
12665.0,325,1,63.0,63.0,63.0667,Low
12667.0,58,1,620.13,620.13,620.3406999999995,Mid-Low
12668.0,12,4,3807.15,951.7875,3795.1480000000015,High
12669.0,151,3,2744.0299999999997,914.6766666666666,2760.6553000000026,High
12670.0,10,5,2996.05,599.21,3015.570299999996,High
12672.0,330,1,225.89999999999998,225.89999999999998,225.96760000000012,Low
12673.0,5,2,610.52,305.26,610.3593999999989,Mid-Low
12674.0,39,4,1970.6,492.65,1973.971900000002,High
12676.0,25,6,1331.39,221.89833333333334,1332.3679999999995,Mid-High
12678.0,42,12,17628.46,1469.0383333333332,17873.495699999985,High
12679.0,59,4,1113.02,278.255,1114.2185,Mid-High
12680.0,1,4,862.81,215.7025,862.5467999999992,Mid-High
12681.0,15,22,13787.54,626.7063636363637,13662.773200000012,High
12682.0,4,31,12279.82,396.1232258064516,12474.4525,High
12683.0,4,15,8476.57,565.1046666666666,8731.956100000003,High
12684.0,8,7,2283.63,326.23285714285714,2282.4250000000015,High
12685.0,28,6,2863.08,477.18,2861.228199999996,High
12686.0,372,1,89.14,89.14,89.13779999999998,Low
12688.0,114,1,4873.8099999999995,4873.8099999999995,4945.172599999996,High
12689.0,26,2,1247.61,623.805,1244.7168000000006,Mid-High
12690.0,206,1,389.01,389.01,389.00379999999996,Mid-Low
12691.0,28,6,1035.8,172.63333333333333,1034.7120000000011,Mid-High
12693.0,127,4,855.91,213.9775,855.2808000000011,Mid-High
12694.0,70,2,869.67,434.835,869.4811999999993,Mid-High
12695.0,7,4,582.1,145.525,580.6708999999993,Mid-Low
12697.0,29,3,957.59,319.19666666666666,958.2483999999988,Mid-High
12700.0,8,4,4939.99,1234.9975,4812.822099999996,High
12701.0,80,2,797.71,398.855,802.7541999999994,Mid-High
12702.0,20,1,219.0,219.0,219.14649999999992,Low
12703.0,71,1,283.55,283.55,283.4851999999998,Low
12704.0,7,8,2340.84,292.605,2374.344399999999,High
12705.0,15,9,6868.29,763.1433333333333,6449.961300000004,High
12707.0,292,1,603.42,603.42,603.3471999999994,Mid-Low
12708.0,30,10,2712.91,271.291,2668.653999999999,High
12709.0,15,15,9706.52,647.1013333333334,9701.002300000004,High
12710.0,97,3,1149.02,383.00666666666666,1149.1670000000001,Mid-High
12712.0,29,13,4396.13,338.1638461538462,4457.7657000000045,High
12713.0,1,1,848.55,848.55,1076.4434999999999,Mid-High
12714.0,9,5,4708.86,941.7719999999999,4716.4766000000045,High
12715.0,106,1,343.36,343.36,343.4610000000003,Mid-Low
12716.0,4,2,1053.49,526.745,1057.495100000001,Mid-High
12717.0,151,2,1030.98,515.49,1029.5611000000001,Mid-High
12718.0,71,1,238.25,238.25,238.41320000000007,Low
12719.0,5,2,644.95,322.475,644.8095999999995,Mid-Low
12720.0,3,25,5781.73,231.26919999999998,5775.248699999996,High
12721.0,32,6,2656.13,442.68833333333333,2667.8985000000002,High
12722.0,85,4,997.63,249.4075,994.2750000000009,Mid-High
12723.0,4,5,725.07,145.014,731.4418000000002,Mid-High
12724.0,5,4,1031.41,257.8525,1033.1057999999994,Mid-High
12725.0,371,1,427.8,427.8,426.80110000000036,Mid-Low
12726.0,28,7,2609.1,372.7285714285714,2618.1575000000043,High
12727.0,11,7,3980.7,568.6714285714286,3996.5040000000045,High
12728.0,71,4,836.33,209.0825,835.245100000001,Mid-High
12729.0,114,1,453.01,453.01,452.9777,Mid-Low
12731.0,24,12,18895.91,1574.6591666666666,18575.183899999993,High
12732.0,180,1,236.26000000000002,236.26000000000002,236.1420000000003,Low
12733.0,234,1,383.95,383.95,383.8483,Mid-Low
12734.0,353,1,110.39999999999999,110.39999999999999,110.38819999999986,Low
12735.0,315,2,779.5699999999999,389.78499999999997,779.6316999999997,Mid-High
12736.0,333,1,234.0,234.0,234.0375000000001,Low
12738.0,372,1,155.35,155.35,155.30620000000013,Low
12739.0,78,2,1013.04,506.52,1010.5405999999999,Mid-High
12740.0,64,1,427.6,427.6,427.68440000000044,Mid-Low
12743.0,134,2,540.13,270.065,540.3904999999995,Mid-Low
12744.0,52,7,21279.29,3039.8985714285714,18478.7546,High
12747.0,2,11,4196.01,381.4554545454546,4304.5498000000025,High
12748.0,1,210,33053.19,157.39614285714288,48052.796899999994,High
12749.0,4,5,4090.88,818.176,4115.605400000001,High
12750.0,129,1,275.88,275.88,276.6301000000001,Low
12752.0,81,1,4366.78,4366.78,6199.195400000002,High
12753.0,23,6,21429.39,3571.565,18684.298799999993,High
12754.0,236,3,3010.74,1003.5799999999999,3003.4742999999994,High
12755.0,281,2,3811.95,1905.975,3760.6893299999924,High
12756.0,87,1,112.07999999999998,112.07999999999998,112.09809999999995,Low
12757.0,16,13,7834.650000000001,602.6653846153847,7774.120600000008,High
12758.0,117,2,2791.59,1395.795,2802.3479099999995,High
12759.0,52,3,1531.44,510.48,1531.7504000000013,Mid-High
12762.0,8,2,1898.52,949.26,1897.6403999999998,High
12763.0,138,2,494.08,247.04,494.30890000000096,Mid-Low
12764.0,317,1,1693.88,1693.88,1702.1530000000023,High
12766.0,4,7,6989.63,998.5185714285715,6794.590900000002,High
12769.0,239,1,1143.6,1143.6,1156.198900000001,Mid-High
12770.0,211,1,1351.45,1351.45,1357.8144999999997,Mid-High
12772.0,60,1,892.47,892.47,892.5963,Mid-High
12775.0,17,5,1386.04,277.20799999999997,1385.9901999999988,Mid-High
12778.0,20,6,822.23,137.03833333333333,823.6176,Mid-High
12779.0,38,8,3981.36,497.67,3921.0032999999953,High
12781.0,64,2,826.74,413.37,827.3022999999997,Mid-High
12782.0,5,5,2330.92,466.184,2336.7509000000027,High
12783.0,2,6,2225.91,370.98499999999996,2229.5811000000012,High
12784.0,9,2,532.8199999999999,266.40999999999997,533.1129999999998,Mid-Low
12785.0,364,1,311.95,311.95,311.8622999999999,Mid-Low
12787.0,10,3,463.66,154.55333333333334,461.4233000000006,Mid-Low
12789.0,65,1,91.85,91.85,91.77760000000009,Low
12790.0,192,1,324.92,324.92,324.9723999999996,Mid-Low
12791.0,374,1,192.60000000000002,192.60000000000002,192.57649999999998,Low
12792.0,257,1,400.53999999999996,400.53999999999996,401.00193000000036,Mid-Low
12793.0,335,2,545.48,272.74,546.1422000000007,Mid-Low
12794.0,53,2,860.41,430.205,859.7738000000015,Mid-High
12795.0,19,1,430.48,430.48,430.4068000000002,Mid-Low
12797.0,366,1,254.03,254.03,254.09319999999974,Low
12798.0,10,3,6977.04,2325.68,7272.929100000003,High
12802.0,187,1,427.58,427.58,427.4089000000006,Mid-Low
12808.0,37,3,483.65000000000003,161.21666666666667,484.0411000000006,Mid-Low
12809.0,178,1,489.31,489.31,489.3671999999995,Mid-Low
12811.0,261,3,514.85,171.61666666666667,514.7125999999995,Mid-Low
12812.0,45,1,229.64000000000001,229.64000000000001,229.25650000000007,Low
12814.0,102,1,125.92,125.92,125.85480000000007,Low
12815.0,148,2,1063.46,531.73,1064.7457000000013,Mid-High
12816.0,96,2,572.2,286.1,571.6211999999992,Mid-Low
12817.0,281,1,166.04,166.04,166.06520000000037,Low
12818.0,262,1,1542.08,1542.08,1574.5363000000011,Mid-High
12820.0,3,4,942.34,235.585,941.7460999999986,Mid-High
12821.0,214,1,92.72,92.72,92.49899999999998,Low
12822.0,71,2,948.88,474.44,948.4576000000009,Mid-High
12823.0,75,5,1759.5,351.9,1756.2209000000003,High
12824.0,60,1,397.12,397.12,396.5702200000006,Mid-Low
12826.0,3,7,1474.72,210.67428571428573,1480.0830000000008,Mid-High
12827.0,6,3,430.15000000000003,143.38333333333335,429.9806000000005,Mid-Low
12828.0,3,6,1018.71,169.785,1019.3511000000018,Mid-High
12829.0,337,2,293.0,146.5,293.12000000000006,Low
12830.0,38,6,6814.64,1135.7733333333333,6976.509600000007,High
12831.0,262,1,215.05,215.05,215.00889999999984,Low
12832.0,32,2,383.03,191.515,382.93579999999974,Mid-Low
12833.0,145,1,417.38,417.38,417.45809999999966,Mid-Low
12834.0,283,1,312.38,312.38,312.3226000000002,Mid-Low
12836.0,59,4,2610.36,652.59,2597.865599999998,High
12837.0,173,1,134.1,134.1,134.1410000000001,Low
12838.0,34,2,671.95,335.975,672.1766999999993,Mid-High
12839.0,3,14,5591.42,399.38714285714286,5575.662500000001,High
12840.0,144,4,2726.77,681.6925,2730.4383999999973,High
12841.0,5,25,3991.58,159.6632,4322.5401999999995,High
12842.0,70,2,1118.99,559.495,1117.9909000000005,Mid-High
12843.0,66,8,1702.26,212.7825,1738.801200000002,High
12844.0,29,2,325.96000000000004,162.98000000000002,325.99829999999974,Mid-Low
12845.0,267,4,354.09,88.5225,353.79540000000003,Mid-Low
12847.0,22,1,843.64,843.64,842.9644999999997,Mid-High
12849.0,31,2,1010.29,505.145,1010.4446999999984,Mid-High
12851.0,97,1,131.81,131.81,131.77399999999997,Low
12852.0,295,1,311.55,311.55,311.5836999999997,Mid-Low
12853.0,135,6,1957.1000000000001,326.18333333333334,1951.5814000000016,High
12854.0,79,3,1316.25,438.75,1315.3669,Mid-High
12855.0,373,1,38.1,38.1,38.825199999999995,Low
12856.0,8,6,2170.78,361.7966666666667,2170.4824,High
12857.0,211,2,1106.4,553.2,1108.9385999999984,Mid-High
12863.0,52,1,521.2,521.2,521.4259999999997,Mid-Low
12864.0,138,1,147.12,147.12,147.1375000000003,Low
12865.0,26,2,1568.23,784.115,1568.2033999999996,Mid-High
12866.0,283,1,559.12,559.12,559.6082000000006,Mid-Low
12867.0,26,7,4009.34,572.7628571428571,4025.501100000004,High
12868.0,186,6,1607.0600000000002,267.84333333333336,1614.8558999999993,Mid-High
12871.0,84,2,380.64,190.32,380.5338999999996,Mid-Low
12872.0,327,2,599.97,299.985,599.1779000000004,Mid-Low
12873.0,282,1,374.0,374.0,374.2653000000001,Mid-Low
12875.0,143,2,343.2300000000001,171.61500000000004,343.12140000000045,Mid-Low
12876.0,58,2,2218.02,1109.01,2212.540799999997,High
12877.0,4,12,1535.77,127.98083333333334,1773.7161999999998,High
12878.0,236,2,854.99,427.495,854.8444000000007,Mid-High
12879.0,45,3,573.22,191.07333333333335,573.2265100000003,Mid-Low
12881.0,276,1,298.0,298.0,298.08240000000006,Low
12882.0,9,2,1463.04,731.52,1465.4139999999993,Mid-High
12883.0,25,4,703.47,175.8675,702.4534000000008,Mid-High
12884.0,88,1,309.05,309.05,308.9723999999997,Mid-Low
12885.0,63,3,1175.22,391.74,1174.652800000001,Mid-High
12886.0,68,2,1378.4,689.2,1378.711499999999,Mid-High
12888.0,214,2,354.12,177.06,354.2732999999998,Mid-Low
12890.0,24,1,376.71999999999997,376.71999999999997,375.86780000000044,Mid-Low
12891.0,186,3,331.0,110.33333333333333,330.04369999999994,Mid-Low
12893.0,31,1,176.55,176.55,176.56549999999984,Low
12895.0,42,2,372.8,186.4,372.8458000000001,Mid-Low
12897.0,205,2,216.5,108.25,216.52449999999982,Low
12901.0,9,28,17654.54,630.5192857142857,17255.205800000018,High
12902.0,265,1,138.68,138.68,138.75079999999997,Low
12904.0,18,2,496.06,248.03,495.4374999999998,Mid-Low
12906.0,12,5,2919.81,583.962,2910.1275000000005,High
12908.0,176,2,750.0,375.0,749.6422999999999,Mid-High
12909.0,40,5,2178.67,435.73400000000004,2190.183199999997,High
12910.0,23,8,3075.04,384.38,3064.403299999999,High
